"Cube Title","Product Id","CANSIM Id",URL,"Cube Notes","Archive Status",Frequency,"Start Reference Period","End Reference Period","Total number of dimensions"
"Gross domestic product (GDP) at basic prices, by industry, provinces and territories","36100402","379-0030","https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610040201",1;2;60;63;64;77;85,"CURRENT - a cube available to the public and that is current","Annual","1997-01-01","2020-01-01","3",

"Dimension ID","Dimension name","Dimension Notes","Dimension Definitions"
"1","Geography",,""
"2","Value",,""
"3","North American Industry Classification System (NAICS)",85;93;110,""

"Dimension ID","Member Name","Classification Code","Member ID","Parent Member ID",Terminated,"Member Notes","Member Definitions"
34,"Aggregate 49A combines the North American Industry Classification System (NAICS) codes 491, 492."
35,"Industry 5111A combines the North American Industry Classification System (NAICS) codes 51112, 51113, 51114, 51119."
36,"Industry 5121A combines the North American Industry Classification System (NAICS) codes 51211, 51212, 51219."
66,"Statistical breaks were introduced for industry 5121A estimates in reference years 2014 and 2015 resulting from refinements to the provincial allocation process. Users are advised to use caution when examining growth rates."
37,"Aggregate 52B combines the North American Industry Classification System (NAICS) codes 521, 5221."
38,"Industry 5221A combines the North American Industry Classification System (NAICS) codes 52211, 52219."
39,"Industry 52A combines the North American Industry Classification System (NAICS) codes 523, 526."
109,"Owner-occupied dwellings (industry 5311A) is defined as resident households who own the dwelling where they reside and who are considered for purpose of the National Accounts to receive an income in kind equivalent to the market rental value of their dwelling."
42,"Industry 531A combines the North American Industry Classification System (NAICS) codes 5312, 5313."
43,"Industry 532A combines the North American Industry Classification System (NAICS) code 532, excluding 5321."
44,"Aggregate 541A combines the North American Industry Classification System (NAICS) codes 5411, 5412."
45,"Aggregate 541B combines the North American Industry Classification System (NAICS) codes 5414, 5416, 5417, 5419."
46,"Industry 561A combines the North American Industry Classification System (NAICS) codes 5612, 5619."
47,"Aggregate 611B combines the North American Industry Classification System (NAICS) code 61, excluding 6113."
48,"Industry 611A combines the North American Industry Classification System (NAICS) codes 6114-6117."
49,"Aggregate 62X combines the North American Industry Classification System (NAICS) code 62, excluding 624."
50,"Industry 621A combines the North American Industry Classification System (NAICS) codes 6213, 6214, 6215, 6216, 6219."
51,"Industry 71A combines the North American Industry Classification System (NAICS) codes 711, 712."
52,"Industry 713A combines the North American Industry Classification System (NAICS) codes 7131, 7139."
53,"Industry 721A combines the North American Industry Classification System (NAICS) codes 7212, 7213."
54,"Industry 811A combines the North American Industry Classification System (NAICS) codes 8112, 8113, 8114."
55,"Aggregate 81A combines the North American Industry Classification System (NAICS) codes 812, 814."
56,"Industry 812A combines the North American Industry Classification System (NAICS) codes 8121, 8129."
57,"Industry 813A combines the North American Industry Classification System (NAICS) code 813, excluding 8131."
58,"Industry 911A combines the North American Industry Classification System (NAICS) code 911, excluding 9111."
59,"Aggregate 91A combines the North American Industry Classification System (NAICS) codes 913, 914."
62,"With the November 10, 2015 release, the industry structure shows the Aquaculture industry (NAICS 1125) and Animal production (excluding aquaculture) (Industry 112A) separately, which were previously combined under the Animal production industry (NAICS 112)."
61,"Industry 112A combines the North American Industry Classification System (NAICS) code 112, excluding 1125."
67,"Aggregate T018 combines the North American Industry Classification System (NAICS) codes 61, 62, 91."
68,"Aggregate 23X combines industry codes 23C, 23E."
69,"Aggregate 325B combines the North American Industry Classification System (NAICS) codes 3252, 3255."
70,"Aggregate 336Y combines the North American Industry Classification System (NAICS) codes 3361, 3362, 3363."
71,"Aggregate 51A combines the North American Industry Classification System (NAICS) codes 5152, 517, 519."
72,"Aggregate 52X combines the North American Industry Classification System (NAICS) codes 521, 522."
73,"Aggregate 522A combines the North American Industry Classification System (NAICS) codes 5222, 5223."
74,"Industry 53A combines the North American Industry Classification System (NAICS) codes 533, 532, excluding 5321."
75,"Aggregate 561B combines the North American Industry Classification System (NAICS) codes 5611, 5612, 5613, 5614, 5619."
81,"Aggregate T020 combines the North American Industry Classification System (NAICS) codes 11-91, excluding codes 111412, 111995, 453993."
83,"Aggregate T021 combines the North American Industry Classification System (NAICS) codes 111412, 111995, 453993."
103,"Aggregate T022 combines industry codes 111CL, 453BL."
105,"Aggregate T023 combines industry codes 111CU, 453BU."
106,"Aggregate T024 combines the North American Industry Classification System (NAICS) codes 11-91, excluding industry codes 111CU, 453BU."
88,"Aggregate 111X combines the North American Industry Classification System (NAICS) codes 111, excluding codes 111412, 111995."
89,"Aggregate 111C combines the North American Industry Classification System (NAICS) codes 111412, 111995."
98,"Industry 111CL covers only licensed cannabis producers in the North American Industry Classification System (NAICS) codes 111412 and 111995."
99,"Industry 111CU covers only unlicensed cannabis producers in the North American Industry Classification System (NAICS) codes 111412 and 111995."
90,"Aggregate 111Y combines the North American Industry Classification System (NAICS) codes 111, excluding industry code 111CU."
97,"With May 1, 2019 release, the provincial and territorial gross domestic product (GDP) by industry adopted the <a href="https://www.statcan.gc.ca/eng/subjects/standard/naics/2017/v3/index">North American Industry Classification System (NAICS) Canada 2017 version 3.0</a>. As a result the industry code 453A was created "Miscellaneous store retailers (except cannabis)"."
107,"Industry 453A combines the North American Industry Classification System (NAICS) code 453, excluding 453993."
86,"Aggregate 453B is equivalent to the North American Industry Classification System (NAICS) code 453993."
100,"Industry 453BL covers only licensed cannabis producers in the North American Industry Classification System (NAICS) code 453993."
101,"Industry 453BU covers only unlicensed cannabis producers in the North American Industry Classification System (NAICS) code 453993."
79,"Aggregate 453X combines industry codes 453A, 453BL."
91,"Aggregate 4AA combines the North American Industry Classification System (NAICS) codes 44-45, excluding 453993."
92,"Aggregate 4AZ combines the North American Industry Classification System (NAICS) codes 44-45, excluding industry code 453BU."

"Correction ID","Correction Date","Correction Note"
"958","2015-06-22","<p>On June 22, 2015, provincial and territorial values for special aggregates (tabulations T002 through T016) were corrected for 2014 and subsequently revised in November, 2015 as part of the annual revision.<br></p>",

